                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        8845      6.0000000000000000E+001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66 
                            model_number                                 star_age                                star_mass                                   log_dt                               log_xmstar                             log_abs_mdot                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                 tri_alfa                        v_div_csound_surf                              num_retries                              num_backups                                   radius                        dynamic_timescale                        max_Lrad_div_Ledd                            gamma_es_surf                              r_div_rzams                              r_div_rcore 
                                      26                  1.7823559326469692E+003                  6.0000000000000000E+001                  2.4765450688779538E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2602872626127400E+001                  7.0932523313401130E-001                  7.8131769096177081E-008                  9.9999999856415689E-001                  9.9999998246125299E-001                  7.1204178727820089E-001                  7.8131769096177081E-008                  9.9941291751372163E-001                  9.9933042145929141E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3103054290906527E+034                  6.3130415742309160E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7171263056926716E+000                 -2.4839751373436858E+001                 -9.8999999999999986E+001                  5.7171263056926716E+000                  4.6746895124556680E+000                  5.2743352574635611E+005                  5.7221677317977404E+000                  1.0349636774401600E+000                  4.1461132489164481E+000                  1.3999523339232888E+004                  7.6169568431172827E+000                  3.5217867853554347E-001                  1.6298446437986041E+001                  6.1996282049163909E-001                  8.4944324491252954E-001                  1.2982835607270999E+000                  6.9888644982998493E-001                  2.8056809365891994E-001                  7.7227529915654310E-005                  9.2372947082014142E-003                  3.4416106108119912E-003                  9.3604466091399656E-003                  4.1951947269963739E+001                  1.6823975296044566E+001                  2.7083552872546237E+000                  5.7167004855652896E+000                 -2.4839751373436858E+001                 -7.9249047216923128E-009                                        0                                        0                  1.0838362627339535E+001                  4.6121504157725198E+004                  1.0325878180570529E+000                  2.2957083685602270E-001                  1.0000000000000000E+000                  1.0564343470422413E+000 
                                      27                  2.1418786312441380E+003                  6.0000000000000000E+001                  2.5557263149255784E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2630945395674885E+001                  7.1023075118207435E-001                  7.8131768819524566E-008                  9.9999999856415689E-001                  9.9999998250551980E-001                  7.1204178727820067E-001                  7.8131768819524566E-008                  9.9868327293572734E-001                  9.9842203462500445E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3146354478726126E+034                  6.3164982133043108E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7195578985143634E+000                 -2.4833226404539175E+001                 -1.0235019852575359E+001                  5.7195578985143634E+000                  4.6747646445464293E+000                  5.2727573497573193E+005                  5.7220377857281637E+000                  1.0347484402238492E+000                  4.1465437233490698E+000                  1.4013406602361778E+004                  7.6170751972653852E+000                  3.5251182793375690E-001                  1.6298898717421238E+001                  6.1998084585787872E-001                  8.4942056898783858E-001                  1.2983403634493136E+000                  6.9884110866531657E-001                  2.8061470691284379E-001                  7.7301727325943651E-005                  9.2274733571824866E-003                  3.4416106108119920E-003                  9.3604466091399656E-003                  4.1950007147072249E+001                  1.6825969820123813E+001                  2.5868834583725375E+000                  5.7192378101365362E+000                 -2.4833226404539175E+001                 -5.4089771565794583E-009                                        0                                        0                  1.0832992443929296E+001                  4.6087230034094857E+004                  1.0325536854885344E+000                  2.2950215680916919E-001                  1.0000000000000000E+000                  1.0564155896281966E+000 
                                      28                  2.5733058695607406E+003                  6.0000000000000000E+001                  2.6349075609732036E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2634585160760352E+001                  7.1023075118207435E-001                  7.8131768784218817E-008                  9.9999999856415689E-001                  9.9999998254054501E-001                  7.1294730532626382E-001                  7.8131768784218817E-008                  9.9915398136995559E-001                  9.9883690180903972E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3176180701116427E+034                  6.3188719171409192E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7212346644866550E+000                 -2.4829904480334847E+001                 -9.8999999999999986E+001                  5.7212346644866541E+000                  4.6748052882945981E+000                  5.2709084402823297E+005                  5.7218854722526133E+000                  1.0345909959897377E+000                  4.1468586118172928E+000                  1.4023570812192644E+004                  7.6171330287268493E+000                  3.5266209644938862E-001                  1.6299105132448251E+001                  6.2000505120631788E-001                  8.4939338466518299E-001                  1.2984084680583921E+000                  6.9878674806747598E-001                  2.8067058326481659E-001                  7.7445082973888490E-005                  9.2157316042651514E-003                  3.4416106108119925E-003                  9.3604466091399691E-003                  4.1947669935182986E+001                  1.6828372139819905E+001                  2.4654415512505814E+000                  5.7209936119429337E+000                 -2.4829904480334847E+001                 -3.2964286741594786E-009                                        0                                        0                  1.0829065884546702E+001                  4.6062174928512359E+004                  1.0324985413665240E+000                  2.2942168113314093E-001                  1.0000000000000000E+000                  1.0563862374932094E+000 
                                      29                  3.0910185555406638E+003                  6.0000000000000000E+001                  2.7140888070208282E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2674803305762907E+001                  7.1113626923013740E-001                  7.8131768616962262E-008                  9.9999999856415689E-001                  9.9999998256443290E-001                  7.1385282337432687E-001                  7.8131768616962262E-008                  9.9904032723010583E-001                  9.9877217195837154E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3193643803619612E+034                  6.3202488960750478E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7222455162322063E+000                 -2.4829294819588892E+001                 -9.8999999999999986E+001                  5.7222455162322063E+000                  4.6748135646923785E+000                  5.2691130530140817E+005                  5.7217375168065043E+000                  1.0345004654711216E+000                  4.1470396728545253E+000                  1.4029418576203248E+004                  7.6171393038804469E+000                  3.5265796477481676E-001                  1.6299102301804350E+001                  6.2003607028087615E-001                  8.4936074225217195E-001                  1.2984902615598586E+000                  6.9872146894409315E-001                  2.8073766581814019E-001                  7.7627759946674512E-005                  9.2016845973176518E-003                  3.4416106108119933E-003                  9.3604466091399621E-003                  4.1944858767411688E+001                  1.6831260887314425E+001                  2.3524304853923330E+000                  5.7220601366210069E+000                 -2.4829294819588892E+001                 -1.5794488328169815E-009                                        0                                        0                  1.0826808755298204E+001                  4.6047774397717461E+004                  1.0324373021999196E+000                  2.2934353506590541E-001                  1.0000000000000000E+000                  1.0563529229272499E+000 
                                      30                  3.7122737787165715E+003                  6.0000000000000000E+001                  2.7932700530684529E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2708474771842297E+001                  7.1113626923013740E-001                  7.8131768538014000E-008                  9.9999999856415689E-001                  9.9999998257696043E-001                  7.1385282337432687E-001                  7.8131768538014000E-008                  9.9824188073813969E-001                  9.9787666740730951E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3201920369219078E+034                  6.3208538225254380E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7227745609954370E+000                 -2.4830775973185997E+001                 -9.8999999999999986E+001                  5.7227745609954370E+000                  4.6747942517689713E+000                  5.2676902102808224E+005                  5.7216202264412983E+000                  1.0344804461353339E+000                  4.1470797115261009E+000                  1.4030712042273193E+004                  7.6171054134136353E+000                  3.5253379066471718E-001                  1.6298935583284241E+001                  6.2007474855811373E-001                  8.4932139312131849E-001                  1.2985888812307178E+000                  6.9864277450908197E-001                  2.8081851419058268E-001                  7.7841520572568548E-005                  9.1848299527710758E-003                  3.4416106108119946E-003                  9.3604466091399743E-003                  4.1941481412653566E+001                  1.6834730626820946E+001                  2.2556531580604262E+000                  5.7226263989423938E+000                 -2.4830775973185997E+001                 -2.9108408638379762E-010                                        0                                        0                  1.0826309691797476E+001                  4.6044590564994884E+004                  1.0323834685469733E+000                  2.2928160438060685E-001                  1.0000000000000000E+000                  1.0563225498030511E+000 
                                      31                  4.4577800465276605E+003                  6.0000000000000000E+001                  2.8724512991160780E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2723465314161409E+001                  7.1204178727820044E-001                  7.8131768372380400E-008                  9.9999999856415689E-001                  9.9999998257799316E-001                  7.1475834142238992E-001                  7.8131768372380400E-008                  9.9818836280965739E-001                  9.9787666740730951E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3204485503179144E+034                  6.3209608462915867E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7230166875981690E+000                 -2.4833805136598297E+001                 -9.8999999999999986E+001                  5.7230166875981681E+000                  4.6747519377195799E+000                  5.2668295633452374E+005                  5.7215492646463888E+000                  1.0345295933366601E+000                  4.1469814171234480E+000                  1.4027536813351468E+004                  7.6170413270032213E+000                  3.5231957013001780E-001                  1.6298644661714288E+001                  6.2012175159793026E-001                  8.4927432377739154E-001                  1.2987068777685913E+000                  6.9854863808192924E-001                  2.8091520532953357E-001                  7.8094036893783060E-005                  9.1647832036393789E-003                  3.4416106108119951E-003                  9.3604466091399656E-003                  4.1937426660555332E+001                  1.6838895315776622E+001                  2.1861097868879398E+000                  5.7228905221334276E+000                 -2.4833805136598297E+001                  5.9563550911194415E-010                                        0                                        0                  1.0827534927097696E+001                  4.6052407224893308E+004                  1.0323442929574167E+000                  2.2924414384243574E-001                  1.0001131720166059E+000                  1.0562994682757518E+000 
                                      32                  5.3523875679009670E+003                  6.0000000000000000E+001                  2.9516325451637027E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2733143842912590E+001                  7.1204178727820022E-001                  7.8131768115030045E-008                  9.9999999856415689E-001                  9.9999998256808087E-001                  7.1475834142238970E-001                  7.8131768115030045E-008                  9.9805048853363032E-001                  9.9750024234276147E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3203900562529601E+034                  6.3207750042315334E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7231172365418033E+000                 -2.4837995279416038E+001                 -9.9339898569113778E+000                  5.7231172365418033E+000                  4.6746907875057726E+000                  5.2665568673437939E+005                  5.7215267779808769E+000                  1.0346406504315206E+000                  4.1467593029337273E+000                  1.4020364448762452E+004                  7.6169540000377109E+000                  3.5203474738050899E-001                  1.6298255834375443E+001                  6.2017859631741268E-001                  8.4921772967655706E-001                  1.2988487903520192E+000                  6.9843545116735772E-001                  2.8103143791727608E-001                  7.8389902535207416E-005                  9.1408431960502065E-003                  3.4416106108119955E-003                  9.3604466091399673E-003                  4.1932560401615625E+001                  1.6843892430221157E+001                  2.1404970898777336E+000                  5.7230036777030460E+000                 -2.4837995279416038E+001                  1.1219832275819372E-009                                        0                                        0                  1.0830304081172102E+001                  4.6070075285817140E+004                  1.0323199903154794E+000                  2.2923227447004985E-001                  1.0003689520703118E+000                  1.0562847904508323E+000 
                                      33                  6.4259165935489345E+003                  6.0000000000000000E+001                  3.0308137912113273E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2745234089844011E+001                  7.1204178727820022E-001                  7.8131768058799181E-008                  9.9999999856415689E-001                  9.9999998254855738E-001                  7.1475834142238970E-001                  7.8131768058799181E-008                  9.9810641687403912E-001                  9.9787666740730940E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3201844479271605E+034                  6.3204329535587149E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7231698193018996E+000                 -2.4843183438340340E+001                 -9.9339898569113778E+000                  5.7231698193019005E+000                  4.6746126714479290E+000                  5.2667776869002625E+005                  5.7215449869752630E+000                  1.0348059870443995E+000                  4.1464286297079695E+000                  1.4009693360857207E+004                  7.6168461940678274E+000                  3.5168627938153324E-001                  1.6297778581443307E+001                  6.2024699321746601E-001                  8.4914974209543703E-001                  1.2990193269829029E+000                  6.9829947666305414E-001                  2.8117103882503430E-001                  7.8741274217553203E-005                  9.1123162542752299E-003                  3.4416106108119894E-003                  9.3604466091399691E-003                  4.1926721054358048E+001                  1.6849887423114982E+001                  2.1145689456755083E+000                  5.7230628554784531E+000                 -2.4843183438340340E+001                  1.3925411142799479E-009                                        0                                        0                  1.0834427980420182E+001                  4.6096391227445230E+004                  1.0323054359279571E+000                  2.2924188586710711E-001                  1.0007498666539030E+000                  1.0562769580804956E+000 
                                      34                  7.7141514243264974E+003                  6.0000000000000000E+001                  3.1099950372589524E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2744240246127674E+001                  7.1204178727820022E-001                  7.8131767979847531E-008                  9.9999999856415689E-001                  9.9999998252025213E-001                  7.1475834142238970E-001                  7.8131767979847531E-008                  9.9904032723010572E-001                  9.9859116712789608E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3199047980513039E+034                  6.3199927300372817E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7232167417344781E+000                 -2.4849366755741883E+001                 -9.8999999999999986E+001                  5.7232167417344781E+000                  4.6745176465106200E+000                  5.2673739884777786E+005                  5.7215941547664482E+000                  1.0350206208146102E+000                  4.1459993621675482E+000                  1.3995852670513188E+004                  7.6167176273848574E+000                  3.5127183665635525E-001                  1.6297209907572586E+001                  6.2032909476876275E-001                  8.4906813269435688E-001                  1.2992241091414274E+000                  6.9813625815212599E-001                  2.8133856695031967E-001                  7.9159029493641503E-005                  9.0784033361693620E-003                  3.4416106108119907E-003                  9.3604466091399639E-003                  4.1919714348012903E+001                  1.6857079031904451E+001                  2.1016929092974714E+000                  5.7231129142357799E+000                 -2.4849366755741883E+001                  1.5072181361717387E-009                                        0                                        0                  1.0839783813723253E+001                  4.6130576017282205E+004                  1.0322936531719089E+000                  2.2926784050318666E-001                  1.0012445720018508E+000                  1.0562736632082894E+000 
                                      35                  9.2600332212595713E+003                  6.0000000000000000E+001                  3.1891762833065771E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2737710505906257E+001                  7.1204178727820000E-001                  7.8131767703195016E-008                  9.9999999856415689E-001                  9.9999998248343691E-001                  7.1385282337432632E-001                  7.8131767703195016E-008                  9.9837172626326365E-001                  9.9816136775443431E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3195736667506693E+034                  6.3194685088259655E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7232744373388460E+000                 -2.4856641792900465E+001                 -9.8999999999999986E+001                  5.7232744373388451E+000                  4.6744042926181946E+000                  5.2682588310977386E+005                  5.7216671038288700E+000                  1.0352838031306717E+000                  4.1454729975354248E+000                  1.3978899981497472E+004                  7.6165660748091533E+000                  3.5078327992486447E-001                  1.6296538788048025E+001                  6.2042765433928904E-001                  8.4897011400155331E-001                  1.2994701775563531E+000                  6.9794022087482788E-001                  2.8153972062697413E-001                  7.9655022349711216E-005                  9.0381360644414092E-003                  3.4416106108119916E-003                  9.3604466091399743E-003                  4.1911306989108539E+001                  1.6865705693467181E+001                  2.0956200852733073E+000                  5.7231720653491651E+000                 -2.4856641792900465E+001                  1.5410507003186262E-009                                        0                                        0                  1.0846354710000160E+001                  4.6172527752745234E+004                  1.0322774676616522E+000                  2.2930635418326850E-001                  1.0018515097732583E+000                  1.0562729329947989E+000 
                                      36                  1.1115091377579260E+004                  6.0000000000000000E+001                  3.2683575293542018E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2726663284042658E+001                  7.1204178727820000E-001                  7.8131767667885879E-008                  9.9999999856415689E-001                  9.9999998243883459E-001                  7.1385282337432632E-001                  7.8131767667885879E-008                  9.9933042145929130E-001                  9.9913537501630945E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3191891117666231E+034                  6.3188579858372304E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7233466691812822E+000                 -2.4865150116478944E+001                 -9.9339898569113778E+000                  5.7233466691812822E+000                  4.6742703036787674E+000                  5.2693964811759279E+005                  5.7217608770902970E+000                  1.0355986676402404E+000                  4.1448432685162873E+000                  1.3958645199805838E+004                  7.6163884118740990E+000                  3.5020980671894797E-001                  1.6295750439382253E+001                  6.2054584338351737E-001                  8.4885249940674290E-001                  1.2997655980381688E+000                  6.9770499171254019E-001                  2.8178100607273532E-001                  8.0242012763898793E-005                  8.9904691055697795E-003                  3.4416106108119920E-003                  9.3604466091399656E-003                  4.1901219018937390E+001                  1.6876053246611473E+001                  2.0924573923264429E+000                  5.7232450569847444E+000                 -2.4865150116478944E+001                  1.5374973502381938E-009                                        0                                        0                  1.0854221193658935E+001                  4.6222767850965109E+004                  1.0322499991692908E+000                  2.2935587156654999E-001                  1.0025781178126287E+000                  1.0562736239305475E+000 
                                      37                  1.3341161165162886E+004                  6.0000000000000000E+001                  3.3475387754018269E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2715246111562422E+001                  7.1113626923013684E-001                  7.8131767611655014E-008                  9.9999999856415689E-001                  9.9999998238593046E-001                  7.1385282337432632E-001                  7.8131767611655014E-008                  9.9894078224762328E-001                  9.9875033944849267E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3187450676298637E+034                  6.3181505907559876E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7234350268259417E+000                 -2.4875058857276041E+001                 -9.4568686021917170E+000                  5.7234350268259426E+000                  4.6741129666294370E+000                  5.2707755398799886E+005                  5.7218745218368188E+000                  1.0359701641121608E+000                  4.1441002755724465E+000                  1.3934785102909394E+004                  7.6161809321212939E+000                  3.4953843456581118E-001                  1.6294827162085518E+001                  6.2068756102504508E-001                  8.4871137353114023E-001                  1.3001202994145207E+000                  6.9742273995663151E-001                  2.8207040948563589E-001                  8.0934925500727089E-005                  8.9341796200478329E-003                  3.4416106108119929E-003                  9.3604466091399673E-003                  4.1889114531673926E+001                  1.6888464263566473E+001                  2.0902286949196673E+000                  5.7233339553717801E+000                 -2.4875058857276041E+001                  1.5129698519200295E-009                                        0                                        0                  1.0863509890983320E+001                  4.6282114505391983E+004                  1.0322031690534705E+000                  2.2941589650719380E-001                  1.0034360922830454E+000                  1.0562749902242217E+000 
                                      38                  1.6012444910263237E+004                  6.0000000000000000E+001                  3.4267200214494515E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2698838541772069E+001                  7.1113626923013684E-001                  7.8131767532703364E-008                  9.9999999856415689E-001                  9.9999998232398735E-001                  7.1385282337432632E-001                  7.8131767532703364E-008                  9.9948406615014751E-001                  9.9933042145929130E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3182325032103320E+034                  6.3173234764777242E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7235450348730312E+000                 -2.4886529800971715E+001                 -9.8999999999999986E+001                  5.7235450348730303E+000                  4.6739282645079454E+000                  5.2724571964599751E+005                  5.7220130626805235E+000                  1.0364088387769981E+000                  4.1432229262427720E+000                  1.3906662862793037E+004                  7.6159399026803385E+000                  3.4875683929135176E-001                  1.6293751282542576E+001                  6.2085747798915514E-001                  8.4854203411969742E-001                  1.3005462348671644E+000                  6.9708406111680887E-001                  2.8241751019027161E-001                  8.1750584384922718E-005                  8.8678918399278626E-003                  3.4416106108119942E-003                  9.3604466091399708E-003                  4.1874590370496591E+001                  1.6903349390434322E+001                  2.0880997186753447E+000                  5.7234444832071878E+000                 -2.4886529800971715E+001                  1.4902768810753146E-009                                        0                                        0                  1.0874488511193677E+001                  4.6352291011274385E+004                  1.0321279833037587E+000                  2.2948909232989498E-001                  1.0044501608366796E+000                  1.0562774589942949E+000 
                                      39                  1.9217985404383660E+004                  6.0000000000000000E+001                  3.5059012674970762E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2688342817351128E+001                  7.1113626923013662E-001                  7.8131767256054238E-008                  9.9999999856415689E-001                  9.9999998225150943E-001                  7.1385282337432610E-001                  7.8131767256054238E-008                  9.9877217195837142E-001                  9.9866065252743885E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3176458756420410E+034                  6.3163641653450978E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7236808143037026E+000                 -2.4899730907038073E+001                 -9.8999999999999986E+001                  5.7236808143037017E+000                  4.6737125200479790E+000                  5.2744989321579109E+005                  5.7221812087403690E+000                  1.0369244007268519E+000                  4.1421918023430653E+000                  1.3873684126635366E+004                  7.6156613543597773E+000                  3.4785086692773898E-001                  1.6292503076812043E+001                  6.2106120462295833E-001                  8.4833883153627476E-001                  1.3010578069713465E+000                  6.9667765592763709E-001                  2.8283380188763890E-001                  8.2707645547098273E-005                  8.7900753206186753E-003                  3.4416106108119951E-003                  9.3604466091399621E-003                  4.1857162672930251E+001                  1.6921200805784743E+001                  2.0857494917961756E+000                  5.7235808366416556E+000                 -2.4899730907038073E+001                  1.4612571960284541E-009                                        0                                        0                  1.0887405556756168E+001                  4.6434903506274575E+004                  1.0320118458832415E+000                  2.2957796096450647E-001                  1.0056432770443451E+000                  1.0562814216521401E+000 
                                      40                  2.3064633997328168E+004                  6.0000000000000000E+001                  3.5850825135447013E+000                  3.5076829700943826E+001                 -9.8999999999999986E+001                                     2037                  4.2680410533860673E+001                  7.1113626923013662E-001                  7.8131767220745100E-008                  9.9999999856415689E-001                  9.9999998216725106E-001                  7.1294730532626294E-001                  7.8131767220745100E-008                  9.9877217195837142E-001                  9.9868327293572723E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3169817894172381E+034                  6.3152584494547268E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7238489397483878E+000                 -2.4914832925621010E+001                 -9.4568686021917170E+000                  5.7238489397483887E+000                  4.6734613586417053E+000                  5.2769644541776192E+005                  5.7223841687637238E+000                  1.0375282035510762E+000                  4.1409841966946166E+000                  1.3835160340443053E+004                  7.6153410575162335E+000                  3.4680380940828054E-001                  1.6291060074219608E+001                  6.2130574015448636E-001                  8.4809471330737474E-001                  1.3016730458458321E+000                  6.9618941944454105E-001                  2.8333361508737992E-001                  8.3827734260573576E-005                  8.6989544335674390E-003                  3.4416106108119955E-003                  9.3604466091399743E-003                  4.1836250528274995E+001                  1.6942608518803986E+001                  2.0830335060020415E+000                  5.7237496239051016E+000                 -2.4914832925621010E+001                  1.4280559284075036E-009                                        0                                        0                  1.0902552924382952E+001                  4.6531842736338833E+004                  1.0318545540996353E+000                  2.2968527533223657E-001                  1.0070424026982381E+000                  1.0568772759675857E+000 
